name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classification,defense,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Mesprit,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,140,580,3,Emotion,105,0.3,80,,481,105,105,80,psychic,,0.3,4,1
Azelf,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,140,580,3,Willpower,70,0.3,75,,482,125,70,115,psychic,,0.3,4,1
Dialga,"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,0,680,3,Temporal,120,5.4,100,,483,150,100,90,steel,dragon,683,4,1
Palkia,"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,0,680,3,Spatial,100,4.2,90,,484,150,120,100,water,dragon,336,4,1
Heatran,"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,100,600,3,Lava Dome,106,1.7,91,50,485,130,106,77,fire,steel,430,4,1
Regigigas,['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,0,670,3,Colossal,110,3.7,110,,486,80,110,100,normal,,420,4,1
Giratina,"['Pressure', 'Telepathy', 'Levitate']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,0,680,3,Renegade,100,4.5,150,,487,120,100,90,ghost,dragon,750,4,1
Cresselia,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,100,600,3,Lunar,120,1.5,120,0,488,75,130,85,psychic,,85.6,4,1
Phione,['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,70,480,30,Sea Drifter,80,0.4,80,,489,80,80,80,water,,3.1,4,0
Manaphy,['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,70,600,3,Seafaring,100,0.3,100,,490,100,100,100,water,,1.4,4,1
Darkrai,['Bad Dreams'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,0,600,3,Pitch-Black,90,1.5,70,,491,135,90,125,dark,,50.5,4,1
Shaymin,"['Natural Cure', 'Serene Grace']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,100,600,45,Gratitude,75,0.2,100,,492,120,75,127,grass,grass,2.1,4,1
Arceus,['Multitype'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,0,720,3,Alpha,120,3.2,120,,493,120,120,120,normal,,320,4,1
Victini,['Victory Star'],1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,100,600,3,Victory,100,0.4,100,,494,100,100,100,psychic,fire,4,5,1
Snivy,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,70,308,45,Grass Snake,55,0.6,45,88.1,495,45,55,63,grass,,8.1,5,0
Servine,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,70,413,45,Grass Snake,75,0.8,60,88.1,496,60,75,83,grass,,16,5,0
Serperior,"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,70,528,45,Regal,95,3.3,75,88.1,497,75,95,113,grass,,63,5,0
Tepig,"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,70,308,45,Fire Pig,45,0.5,65,88.1,498,45,45,45,fire,,9.9,5,0
Pignite,"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,70,418,45,Fire Pig,55,1,90,88.1,499,70,55,55,fire,fighting,55.5,5,0
Emboar,"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,70,528,45,Mega Fire Pig,65,1.6,110,88.1,500,100,65,65,fire,fighting,150,5,0
Oshawott,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,70,308,45,Sea Otter,45,0.5,55,88.1,501,63,45,45,water,,5.9,5,0
Dewott,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,70,413,45,Discipline,60,0.8,75,88.1,502,83,60,60,water,,24.5,5,0
Samurott,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,70,528,45,Formidable,85,1.5,95,88.1,503,108,70,70,water,,94.6,5,0
Patrat,"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,70,255,255,Scout,39,0.5,45,50,504,35,39,42,normal,,11.6,5,0
Watchog,"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,70,420,255,Lookout,69,1.1,60,50,505,60,69,77,normal,,27,5,0
Lillipup,"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,70,275,255,Puppy,45,0.4,45,50,506,25,45,55,normal,,4.1,5,0
Herdier,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,70,370,120,Loyal Dog,65,0.9,65,50,507,35,65,60,normal,,14.7,5,0
Stoutland,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,70,500,45,Big-Hearted,90,1.2,85,50,508,45,90,80,normal,,61,5,0
Purrloin,"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,70,281,255,Devious,37,0.4,41,50,509,50,37,66,dark,,10.1,5,0
Liepard,"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,70,446,90,Cruel,50,1.1,64,50,510,88,50,106,dark,,37.5,5,0
Pansage,"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,70,316,190,Grass Monkey,48,0.6,50,88.1,511,53,48,64,grass,,10.5,5,0
Simisage,"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,70,498,75,Thorn Monkey,63,1.1,75,88.1,512,98,63,101,grass,,30.5,5,0
Pansear,"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,70,316,190,High Temp,48,0.6,50,88.1,513,53,48,64,fire,,11,5,0
Simisear,"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,70,498,75,Ember,63,1,75,88.1,514,98,63,101,fire,,28,5,0
Panpour,"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,70,316,190,Spray,48,0.6,50,88.1,515,53,48,64,water,,13.5,5,0
Simipour,"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,70,498,75,Geyser,63,1,75,88.1,516,98,63,101,water,,29,5,0
Munna,"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,70,292,190,Dream Eater,45,0.6,76,50,517,67,55,24,psychic,,23.3,5,0
Musharna,"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,70,487,75,Drowsing,85,1.1,116,50,518,107,95,29,psychic,,60.5,5,0
Pidove,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,70,264,255,Tiny Pigeon,50,0.3,50,50,519,36,30,43,normal,flying,2.1,5,0
Tranquill,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,70,358,120,Wild Pigeon,62,0.6,62,50,520,50,42,65,normal,flying,15,5,0
Unfezant,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,70,488,45,Proud,80,1.2,80,50,521,65,55,93,normal,flying,29,5,0
Blitzle,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,70,295,190,Electrified,32,0.8,45,50,522,50,32,76,electric,,29.8,5,0
Zebstrika,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,70,497,75,Thunderbolt,63,1.6,75,50,523,80,63,116,electric,,79.5,5,0
Roggenrola,"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,70,280,255,Mantle,85,0.4,55,50,524,25,25,15,rock,,18,5,0
Boldore,"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,70,390,120,Ore,105,0.9,70,50,525,50,40,20,rock,,102,5,0
Gigalith,"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,70,515,45,Compressed,130,1.7,85,50,526,60,80,25,rock,,260,5,0
Woobat,"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,70,323,190,Bat,43,0.4,65,50,527,55,43,72,psychic,flying,2.1,5,0
Swoobat,"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,70,425,45,Courting,55,0.9,67,50,528,77,55,114,psychic,flying,10.5,5,0
Drilbur,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,70,328,120,Mole,40,0.3,60,50,529,30,45,68,ground,,8.5,5,0
Excadrill,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,70,508,60,Subterrene,60,0.7,110,50,530,50,65,88,ground,steel,40.4,5,0
Audino,"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,70,545,255,Hearing,126,1.1,103,50,531,80,126,50,normal,,31,5,0
Timburr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,70,305,180,Muscular,55,0.6,75,75.4,532,25,35,35,fighting,,12.5,5,0
Gurdurr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,70,405,90,Muscular,85,1.2,85,75.4,533,40,50,40,fighting,,40,5,0
Conkeldurr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,70,505,45,Muscular,95,1.4,105,75.4,534,55,65,45,fighting,,87,5,0
Tympole,"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,70,294,255,Tadpole,40,0.5,50,50,535,50,40,64,water,,4.5,5,0
Palpitoad,"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,70,384,120,Vibration,55,0.8,75,50,536,65,55,69,water,ground,17,5,0
Seismitoad,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,70,509,45,Vibration,75,1.5,105,50,537,85,75,74,water,ground,62,5,0
Throh,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,70,465,45,Judo,85,1.3,120,100,538,30,85,45,fighting,,55.5,5,0
Sawk,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,70,465,45,Karate,75,1.4,75,100,539,30,75,85,fighting,,51,5,0
Sewaddle,"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,70,310,255,Sewing,70,0.3,45,50,540,40,60,42,bug,grass,2.5,5,0
Swadloon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,70,380,120,Leaf-Wrapped,90,0.5,55,50,541,50,80,42,bug,grass,7.3,5,0
Leavanny,"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,70,500,45,Nurturing,80,1.2,75,50,542,70,80,92,bug,grass,20.5,5,0
Venipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,70,260,255,Centipede,59,0.4,30,50,543,30,39,57,bug,poison,5.3,5,0
Whirlipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,70,360,120,Curlipede,99,1.2,40,50,544,40,79,47,bug,poison,58.5,5,0
Scolipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,70,485,45,Megapede,89,2.5,60,50,545,55,69,112,bug,poison,200.5,5,0
Cottonee,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,70,280,190,Cotton Puff,60,0.3,40,50,546,37,50,66,grass,fairy,0.6,5,0
Whimsicott,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,70,480,75,Windveiled,85,0.7,60,50,547,77,75,116,grass,fairy,6.6,5,0
Petilil,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,70,280,190,Bulb,50,0.5,45,0,548,70,50,30,grass,,6.6,5,0
Lilligant,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,70,480,75,Flowering,75,1.1,70,0,549,110,75,90,grass,,16.3,5,0
Basculin,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,70,460,25,Hostile,65,1,70,50,550,80,55,98,water,,18,5,0
Sandile,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,72,70,292,180,Desert Croc,35,0.7,50,50,551,35,35,65,ground,dark,15.2,5,0
Krokorok,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,70,351,90,Desert Croc,45,1,60,50,552,45,45,74,ground,dark,33.4,5,0
Krookodile,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,70,519,45,Intimidation,80,1.5,95,50,553,65,70,92,ground,dark,96.3,5,0
Darumaka,"['Hustle', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,70,315,120,Zen Charm,45,0.6,70,50,554,15,45,50,fire,,37.5,5,0
Darmanitan,"['Sheer Force', 'Zen Mode']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,70,540,60,Blazing,105,1.3,105,50,555,140,105,55,fire,fire,92.9,5,0
Maractus,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,70,461,255,Cactus,67,1,75,50,556,106,67,60,grass,,28,5,0
Dwebble,"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,70,325,190,Rock Inn,85,0.3,50,50,557,35,35,55,bug,rock,14.5,5,0
Crustle,"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,70,485,75,Stone Home,125,1.4,70,50,558,65,75,45,bug,rock,200,5,0
Scraggy,"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,75,35,348,180,Shedding,70,0.6,50,50,559,35,70,48,dark,fighting,11.8,5,0
Scrafty,"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,70,488,90,Hoodlum,115,1.1,65,50,560,45,115,58,dark,fighting,30,5,0
Sigilyph,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,70,490,45,Avianoid,80,1.4,72,50,561,103,80,97,psychic,flying,14,5,0
Yamask,['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,70,303,190,Spirit,85,0.5,38,50,562,55,65,30,ghost,,1.5,5,0
Cofagrigus,['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,70,483,90,Coffin,145,1.7,58,50,563,95,105,30,ghost,,76.5,5,0
Tirtouga,"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,78,70,355,45,Prototurtle,103,0.7,54,88.1,564,53,45,22,water,rock,16.5,5,0
Carracosta,"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,70,495,45,Prototurtle,133,1.2,74,88.1,565,83,65,32,water,rock,81,5,0
Archen,['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,70,401,45,First Bird,45,0.5,55,88.1,566,74,45,70,rock,flying,9.5,5,0
Archeops,['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,70,567,45,First Bird,65,1.4,75,88.1,567,112,65,110,rock,flying,32,5,0
Trubbish,"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,70,329,190,Trash Bag,62,0.6,50,50,568,40,62,65,poison,,31,5,0
Garbodor,"['Stench', 'Weak Armor', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,70,474,60,Trash Heap,82,1.9,80,50,569,60,82,75,poison,,107.3,5,0
Zorua,['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,70,330,75,Tricky Fox,40,0.7,40,88.1,570,80,40,65,dark,,12.5,5,0
Zoroark,['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,105,70,510,45,Illusion Fox,60,1.6,60,88.1,571,120,60,105,dark,,81.1,5,0
Minccino,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,70,300,255,Chinchilla,40,0.4,55,24.6,572,40,40,75,normal,,5.8,5,0
Cinccino,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,70,470,60,Scarf,60,0.5,75,24.6,573,65,60,115,normal,,7.5,5,0
Gothita,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,70,290,200,Fixation,50,0.4,45,24.6,574,55,65,45,psychic,,5.8,5,0
Gothorita,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,70,390,100,Manipulate,70,0.7,60,24.6,575,75,85,55,psychic,,18,5,0
Gothitelle,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,70,490,50,Astral Body,95,1.5,70,24.6,576,95,110,65,psychic,,44,5,0
Solosis,"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,70,290,200,Cell,40,0.3,45,50,577,105,50,20,psychic,,1,5,0
Duosion,"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,40,70,370,100,Mitosis,50,0.6,65,50,578,125,60,30,psychic,,8,5,0
Reuniclus,"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,70,490,50,Multiplying,75,1,110,50,579,125,85,30,psychic,,20.1,5,0
Ducklett,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,44,70,305,190,Water Bird,50,0.5,62,50,580,44,50,55,water,flying,5.5,5,0
Swanna,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,87,70,473,45,White Bird,63,1.3,75,50,581,87,63,98,water,flying,24.2,5,0
Vanillite,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,70,305,255,Fresh Snow,50,0.4,36,50,582,65,60,44,ice,,5.7,5,0
Vanillish,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,65,70,395,120,Icy Snow,65,1.1,51,50,583,80,75,59,ice,,41,5,0
Vanilluxe,"['Ice Body', 'Snow Warning', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,70,535,45,Snowstorm,85,1.3,71,50,584,110,95,79,ice,,57.5,5,0
Deerling,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,60,70,335,190,Season,50,0.6,60,50,585,40,50,75,normal,grass,19.5,5,0
Sawsbuck,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,100,70,475,75,Season,70,1.9,80,50,586,60,70,95,normal,grass,92.5,5,0
Emolga,"['Static', 'Motor Drive']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,75,70,428,200,Sky Squirrel,60,0.4,55,50,587,75,60,103,electric,flying,5,5,0
Karrablast,"['Swarm', 'Shed Skin', 'No Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,70,315,200,Clamping,45,0.5,50,50,588,40,45,60,bug,,5.9,5,0
Escavalier,"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,70,495,75,Cavalry,105,1,70,50,589,60,105,20,bug,steel,33,5,0
Foongus,"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,55,70,294,190,Mushroom,45,0.2,69,50,590,55,55,15,grass,poison,1,5,0
Amoonguss,"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,85,70,464,75,Mushroom,70,0.6,114,50,591,85,80,30,grass,poison,10.5,5,0
Frillish,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,70,335,190,Floating,50,1.2,55,50,592,65,85,40,water,ghost,33,5,0
Jellicent,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,70,480,60,Floating,70,2.2,100,50,593,85,105,60,water,ghost,135,5,0
Alomomola,"['Healer', 'Hydration', 'Regenerator']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,70,470,75,Caring,80,1.2,165,50,594,40,45,65,water,,31.6,5,0
Joltik,"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,47,70,319,190,Attaching,50,0.1,50,50,595,57,50,65,bug,electric,0.6,5,0
Galvantula,"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,77,70,472,75,EleSpider,60,0.8,70,50,596,97,60,108,bug,electric,14.3,5,0
Ferroseed,['Iron Barbs'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,50,70,305,255,Thorn Seed,91,0.6,44,50,597,24,86,10,grass,steel,18.8,5,0
Ferrothorn,"['Iron Barbs', 'Anticipation']",1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,94,70,489,90,Thorn Pod,131,1,74,50,598,54,116,20,grass,steel,110,5,0
Klink,"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,55,70,300,130,Gear,70,0.3,40,,599,45,60,30,steel,,21,5,0
Klang,"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,80,70,440,60,Gear,95,0.6,60,,600,70,85,50,steel,,51,5,0
